Image,Predicted Cell Count
SIMCEPImages_A01_C1_F1_s01_w1.TIF,0.05875444412231445
SIMCEPImages_A01_C1_F1_s01_w2.TIF,1.0260272026062012
SIMCEPImages_A01_C1_F1_s02_w1.TIF,0.039852142333984375
SIMCEPImages_A01_C1_F1_s02_w2.TIF,1.0258164405822754
SIMCEPImages_A01_C1_F1_s03_w1.TIF,0.6384150981903076
SIMCEPImages_A01_C1_F1_s03_w2.TIF,1.0690219402313232
SIMCEPImages_A01_C1_F1_s04_w1.TIF,0.1900496482849121
SIMCEPImages_A01_C1_F1_s04_w2.TIF,0.5137937068939209
SIMCEPImages_A01_C1_F1_s05_w1.TIF,0.3365607261657715
SIMCEPImages_A01_C1_F1_s05_w2.TIF,0.348987340927124
SIMCEPImages_A01_C1_F1_s08_w1.TIF,0.512143611907959
SIMCEPImages_A02_C5_F1_s10_w2.TIF,4.153957843780518
SIMCEPImages_A02_C5_F1_s16_w2.TIF,5.105074882507324
SIMCEPImages_A07_C27_F1_s18_w2.TIF,25.888736724853516
SIMCEPImages_A12_C48_F1_s23_w2.TIF,45.35240936279297
SIMCEPImages_A12_C48_F1_s24_w1.TIF,50.295433044433594
SIMCEPImages_A12_C48_F1_s24_w2.TIF,45.95738220214844
SIMCEPImages_A12_C48_F1_s25_w1.TIF,47.640018463134766
SIMCEPImages_A12_C48_F1_s25_w2.TIF,45.05427551269531
SIMCEPImages_A13_C53_F1_s01_w1.TIF,49.8544921875
SIMCEPImages_A13_C53_F1_s04_w1.TIF,51.6072998046875
SIMCEPImages_A13_C53_F1_s04_w2.TIF,54.498050689697266
SIMCEPImages_A13_C53_F1_s05_w1.TIF,52.73292541503906
SIMCEPImages_A13_C53_F1_s05_w2.TIF,51.939571380615234
SIMCEPImages_A13_C53_F1_s06_w1.TIF,52.64073181152344
SIMCEPImages_A13_C53_F1_s06_w2.TIF,53.011993408203125
SIMCEPImages_A18_C74_F1_s01_w1.TIF,76.03913879394531
SIMCEPImages_A18_C74_F1_s01_w2.TIF,71.00946807861328
SIMCEPImages_A18_C74_F1_s02_w1.TIF,69.68331909179688
SIMCEPImages_A18_C74_F1_s02_w2.TIF,73.6143798828125
SIMCEPImages_A18_C74_F1_s03_w1.TIF,76.96869659423828
SIMCEPImages_A18_C74_F1_s06_w2.TIF,75.76082611083984
SIMCEPImages_A18_C74_F1_s07_w1.TIF,70.60623168945312
SIMCEPImages_A18_C74_F1_s07_w2.TIF,68.83793640136719
SIMCEPImages_A18_C74_F1_s08_w1.TIF,78.90045166015625
SIMCEPImages_A18_C74_F1_s08_w2.TIF,70.49122619628906
SIMCEPImages_A18_C74_F1_s12_w1.TIF,74.96128845214844
SIMCEPImages_A18_C74_F1_s12_w2.TIF,73.20941925048828
SIMCEPImages_A18_C74_F1_s13_w1.TIF,77.73578643798828
SIMCEPImages_A18_C74_F1_s13_w2.TIF,74.16856384277344
SIMCEPImages_A18_C74_F1_s14_w1.TIF,90.6388931274414
SIMCEPImages_A19_C78_F1_s24_w1.TIF,70.38970184326172
SIMCEPImages_A19_C78_F1_s24_w2.TIF,76.1859130859375
SIMCEPImages_A19_C78_F1_s25_w1.TIF,81.9422836303711
SIMCEPImages_A19_C78_F1_s25_w2.TIF,73.96294403076172
SIMCEPImages_A20_C83_F1_s01_w1.TIF,84.73285675048828
SIMCEPImages_A20_C83_F1_s01_w2.TIF,81.42620849609375
SIMCEPImages_A20_C83_F1_s02_w1.TIF,82.32656860351562
SIMCEPImages_A20_C83_F1_s04_w2.TIF,80.901123046875
SIMCEPImages_A20_C83_F1_s05_w1.TIF,90.77780151367188
SIMCEPImages_A20_C83_F1_s05_w2.TIF,80.04940795898438
SIMCEPImages_A20_C83_F1_s06_w1.TIF,79.97001647949219
SIMCEPImages_A20_C83_F1_s06_w2.TIF,82.33663940429688
SIMCEPImages_A20_C83_F1_s07_w1.TIF,82.47398376464844
SIMCEPImages_A20_C83_F1_s07_w2.TIF,78.26936340332031
