Image,Predicted Cell Count
SIMCEPImages_A01_C1_F1_s01_w1.TIF,-1.9835302829742432
SIMCEPImages_A01_C1_F1_s01_w2.TIF,-1.1646559238433838
SIMCEPImages_A01_C1_F1_s02_w1.TIF,-2.1845719814300537
SIMCEPImages_A01_C1_F1_s02_w2.TIF,0.01680779457092285
SIMCEPImages_A01_C1_F1_s03_w1.TIF,-2.0088775157928467
SIMCEPImages_A01_C1_F1_s03_w2.TIF,-0.0666806697845459
SIMCEPImages_A01_C1_F1_s04_w1.TIF,-0.8557174205780029
SIMCEPImages_A01_C1_F1_s04_w2.TIF,-0.35727906227111816
SIMCEPImages_A01_C1_F1_s05_w1.TIF,-2.8648388385772705
SIMCEPImages_A01_C1_F1_s05_w2.TIF,-0.631218433380127
SIMCEPImages_A01_C1_F1_s08_w1.TIF,-1.1769368648529053
SIMCEPImages_A02_C5_F1_s10_w2.TIF,2.0781967639923096
SIMCEPImages_A02_C5_F1_s16_w2.TIF,2.3624789714813232
SIMCEPImages_A07_C27_F1_s18_w2.TIF,27.05781364440918
SIMCEPImages_A12_C48_F1_s23_w2.TIF,50.21672821044922
SIMCEPImages_A12_C48_F1_s24_w1.TIF,43.34349822998047
SIMCEPImages_A12_C48_F1_s24_w2.TIF,44.803977966308594
SIMCEPImages_A12_C48_F1_s25_w1.TIF,45.61119079589844
SIMCEPImages_A12_C48_F1_s25_w2.TIF,49.453041076660156
SIMCEPImages_A13_C53_F1_s01_w1.TIF,54.37109375
SIMCEPImages_A13_C53_F1_s04_w1.TIF,56.9163818359375
SIMCEPImages_A13_C53_F1_s04_w2.TIF,51.66259765625
SIMCEPImages_A13_C53_F1_s05_w1.TIF,54.597686767578125
SIMCEPImages_A13_C53_F1_s05_w2.TIF,56.94602966308594
SIMCEPImages_A13_C53_F1_s06_w1.TIF,52.26008224487305
SIMCEPImages_A13_C53_F1_s06_w2.TIF,55.926414489746094
SIMCEPImages_A18_C74_F1_s01_w1.TIF,66.09423065185547
SIMCEPImages_A18_C74_F1_s01_w2.TIF,73.41302490234375
SIMCEPImages_A18_C74_F1_s02_w1.TIF,72.43820190429688
SIMCEPImages_A18_C74_F1_s02_w2.TIF,71.18980407714844
SIMCEPImages_A18_C74_F1_s03_w1.TIF,65.96155548095703
SIMCEPImages_A18_C74_F1_s06_w2.TIF,71.31307983398438
SIMCEPImages_A18_C74_F1_s07_w1.TIF,76.658935546875
SIMCEPImages_A18_C74_F1_s07_w2.TIF,77.43939208984375
SIMCEPImages_A18_C74_F1_s08_w1.TIF,72.46075439453125
SIMCEPImages_A18_C74_F1_s08_w2.TIF,74.56391906738281
SIMCEPImages_A18_C74_F1_s12_w1.TIF,75.49466705322266
SIMCEPImages_A18_C74_F1_s12_w2.TIF,76.53024291992188
SIMCEPImages_A18_C74_F1_s13_w1.TIF,71.52983856201172
SIMCEPImages_A18_C74_F1_s13_w2.TIF,78.61878967285156
SIMCEPImages_A18_C74_F1_s14_w1.TIF,70.55680847167969
SIMCEPImages_A19_C78_F1_s24_w1.TIF,73.81693267822266
SIMCEPImages_A19_C78_F1_s24_w2.TIF,74.65180969238281
SIMCEPImages_A19_C78_F1_s25_w1.TIF,76.25565338134766
SIMCEPImages_A19_C78_F1_s25_w2.TIF,77.51094055175781
SIMCEPImages_A20_C83_F1_s01_w1.TIF,80.44799041748047
SIMCEPImages_A20_C83_F1_s01_w2.TIF,84.94547271728516
SIMCEPImages_A20_C83_F1_s02_w1.TIF,82.37953186035156
SIMCEPImages_A20_C83_F1_s04_w2.TIF,78.95927429199219
SIMCEPImages_A20_C83_F1_s05_w1.TIF,86.75856018066406
SIMCEPImages_A20_C83_F1_s05_w2.TIF,78.57263946533203
SIMCEPImages_A20_C83_F1_s06_w1.TIF,76.31197357177734
SIMCEPImages_A20_C83_F1_s06_w2.TIF,78.8891372680664
SIMCEPImages_A20_C83_F1_s07_w1.TIF,90.14488983154297
SIMCEPImages_A20_C83_F1_s07_w2.TIF,78.15914916992188
